index,id,miss_distance,name,est_diameter_min,est_diameter_max,relative_velocity,absolute_magnitude,hazardous
0,2000433,26729521.13507704,433 Eros (A898 PA),23.0438466577,51.5276075896,21402.705247412,10.31,False
1,2000719,42582881.06079324,719 Albert (A911 TB),2.0443487103,4.5713026859,27551.5971939875,15.57,False
2,2001036,53721237.819369085,1036 Ganymed (A924 UB),37.8926498379,84.7305408852,51496.9232928228,9.23,False
3,2001566,8053781.761441007,1566 Icarus (1949 MA),1.4274305148,3.1918316641,108801.2963741598,16.35,True
4,2001580,35573935.508316,1580 Betulia (1950 KA),3.0658787593,6.8555133165,105157.7758512475,14.69,False
5,2001620,18715095.10256244,1620 Geographos (1951 RA),2.2727673228,5.0820622309,35077.8890795918,15.34,True
6,2001627,42485508.80951597,1627 Ivar (1929 SH),7.4568426097,16.6740069728,37802.1917071476,12.76,False
7,2001685,23419550.28844675,1685 Toro (1948 OA),3.602093458,8.0545258335,60803.6095897322,14.34,False
8,2001862,10684536.28614918,1862 Apollo (1932 HA),1.5942446807,3.5648394788,69044.8158722974,16.11,True
9,2001863,35481181.10392904,1863 Antinous (1948 EA),2.2108281036,4.9435619262,72847.5484083491,15.4,False
10,2001864,40567121.868716575,1864 Daedalus (1971 FA),2.9549829311,6.6075427063,79332.7501160546,14.77,False
11,2001865,35019093.41937234,1865 Cerberus (1971 UA),1.1982708007,2.6794149658,73716.2919131468,16.73,False
12,2001866,67375006.09308657,1866 Sisyphus (1972 XA),8.6408203645,19.3214617164,86394.0132850871,12.44,False
13,2001916,53319315.27153091,1916 Boreas (1953 RA),2.8090209395,6.2811617709,25568.5059466478,14.88,False
14,2001917,61922309.050957486,1917 Cuyo (1968 AA),3.5855433419,8.0175186488,72903.6878567832,14.35,False
15,2001943,40982671.13693519,1943 Anteros (1973 EC),1.9344387205,4.3255364773,39628.3263785327,15.69,False
16,2001980,49427995.16417061,1980 Tezcatlipoca (1950 LA),4.6190746028,10.328564805,50104.5921721937,13.8,False
17,2001981,13399773.006545436,1981 Midas (1973 EA),2.4019003012,5.3708123486,95427.6018897006,15.22,True
18,2002059,70947620.41487424,2059 Baboquivari (1963 UA),1.7004151927,3.8022439609,26427.6925273901,15.97,False
19,2002061,30009338.646075647,2061 Anza (1960 UA),1.4208720673,3.1771665298,41429.1866789797,16.36,False
20,2002062,21883274.694440804,2062 Aten (1976 AA),1.0105434154,2.2596437711,36907.7965951277,17.1,False
21,2002063,18198419.90323209,2063 Bacchus (1977 HB),0.930154254,2.0798881414,34486.0407159612,17.28,False
22,2002100,22425771.279001866,2100 Ra-Shalom (1978 RA),1.5085335612,3.3731835891,43870.6294064057,16.23,False
23,2002101,24086731.626285017,2101 Adonis (1936 CA),0.4972273129,1.1118340719,106221.773314039,18.64,True
24,2002102,20567325.302512795,2102 Tantalus (1975 YA),1.6770846216,3.750075218,117951.4076265396,16.0,True
25,2002201,55334045.185382605,2201 Oljato (1947 XC),2.3689449936,5.2971220406,69559.7212932718,15.25,True
26,2002212,44788213.3216162,2212 Hephaistos (1978 SB),5.230641758,11.6960705369,135956.2514753347,13.53,False
27,2002329,23663151.12161652,2329 Orthos (1976 WA),3.2550298576,7.2784680305,79986.5218333894,14.56,False
28,2002340,7217561.098653494,2340 Hathor (1976 UA),0.228325794,0.5105519964,42881.9437866535,20.33,True
29,2003103,17371863.726599976,3103 Eger (1982 BB),2.3689449936,5.2971220406,55482.0863452837,15.25,False
30,2003122,7066521.314623712,3122 Florence (1981 ET3),4.1357566488,9.2478330051,48724.6364241412,14.04,True
31,2003200,10312034.208937315,3200 Phaethon (1983 TB),3.5039264111,7.8350176433,114797.8645068154,14.4,True
32,2003288,40375629.13018287,3288 Seleucus (1982 DV),2.2623249055,5.058712276,37261.1969121395,15.35,False
33,2003352,61165589.55821876,3352 McAuliffe (1981 CW),1.7240703244,3.8551384433,5582.7741227747,15.94,False
34,2003360,44176048.06652956,3360 Syrinx (1981 VA),1.7240703244,3.8551384433,69230.1916538377,15.94,False
35,2003361,5768604.434985717,3361 Orpheus (1982 HR),0.3520099801,0.7871182442,29301.8398936627,19.39,True
36,2003362,22412353.113012,3362 Khufu (1984 QA),0.5815070396,1.30028927,57478.0943472912,18.3,True
37,2003553,52473415.83599141,3553 Mera (1985 JA),1.4013769717,3.1335741707,65437.7755543798,16.39,False
38,2003554,37699511.60952077,3554 Amun (1986 EB),1.8220277059,4.0741778073,46092.9070871298,15.82,False
39,2003671,41949207.476665854,3671 Dionysus (1984 KD),1.3383046182,2.9925401008,50621.3970833106,16.49,True
40,2003691,54023876.04571439,3691 Bede (1982 FT),2.9010484143,6.4869414603,38437.0684822134,14.81,False
41,2003752,20607941.21397652,3752 Camillo (1985 PA),2.3908645717,5.3461357073,108698.2164806468,15.23,False
42,2003753,49029697.56719976,3753 Cruithne (1986 TO),2.091967709,4.6777820041,73253.0591544024,15.52,False
43,2003838,29513309.059829544,3838 Epona (1986 WA),1.8991312347,4.246586539,106839.2811628598,15.73,False
44,2003908,20858235.83375901,3908 Nyx (1980 PA),0.9048049682,2.0232054153,31952.8659653736,17.34,False
45,2003988,27726850.296454247,3988 Huma (1986 LA),0.6832111991,1.5277066841,28559.1702720132,17.95,False
46,2004015,56724390.0767748,4015 Wilson-Harrington (1979 VA),1.6617090174,3.7156943217,74739.5550832104,16.02,True
47,2004034,21915298.003447466,4034 Vishnu (1986 PA),0.5527833794,1.2360612132,44957.9853078142,18.41,True
48,2004055,35818854.80735323,4055 Magellan (1985 DO2),2.9960908385,6.6994627817,44338.632815992,14.74,False
49,2004179,1549413.847421253,4179 Toutatis (1989 AC),2.3043846658,5.152760759,39593.8665749732,15.31,True
50,2004183,18224809.67061008,4183 Cuno (1959 LM),3.9678475407,8.8723768253,51827.1920855888,14.13,True
51,2004197,27910634.07722942,4197 Morpheus (1982 TA),2.7450798165,6.1381850734,103877.5116205469,14.93,False
52,2004257,43714415.20437703,4257 Ubasti (1987 QA),1.6313794097,3.6478752572,80532.7525915106,16.06,False
53,2004341,55950844.069934845,4341 Poseidon (1987 KF),1.6389095149,3.6647130844,72919.5728417672,16.05,False
54,2004401,50400254.26569962,4401 Aditi (1985 TB),1.6617090174,3.7156943217,59742.9206420249,16.02,False
55,2004450,6106482.354462245,4450 Pan (1987 SY),0.9830033019,2.1980622051,63407.2815816458,17.16,True
56,2004486,28267949.12827675,4486 Mithra (1987 SB),2.0823559905,4.6562895481,81489.4916779012,15.53,True
57,2004487,51861138.2329044,4487 Pocahontas (1987 UA),0.844413128,1.8881651553,34385.0706991486,17.49,False
58,2004544,28988138.58641636,4544 Xanthus (1989 FB),0.8801465209,1.9680674509,31846.6088160576,17.4,False
59,2004581,10542848.837359251,4581 Asclepius (1989 FC),0.1847374636,0.4130855266,45975.8571639282,20.79,True
60,2004660,4341920.575393955,4660 Nereus (1982 DB),0.4904050984,1.0965791366,19507.8541401335,18.67,True
61,2004688,25448430.02155091,4688 (1980 WF),0.3377185972,0.7551617405,25692.767376194,19.48,False
62,2004769,16980328.312388018,4769 Castalia (1989 PB),0.8483107619,1.8968805296,43400.4681791848,17.48,True
63,2004947,42469481.22283948,4947 Ninkasi (1988 TJ1),0.6676594135,1.4929318344,31220.6214053298,18.0,False
64,2004953,15981659.247768568,4953 (1990 MU),2.6336313095,5.8889786358,84339.1159058923,15.02,True
65,2004954,42860858.46722349,4954 Eric (1990 SQ),8.1013048824,18.1150684236,32852.5987919404,12.58,False
66,2005011,29643353.78511056,5011 Ptah (6743 P-L),1.4208720673,3.1771665298,36433.1869976246,16.36,True
67,2005131,41821685.19586985,5131 (1990 BG),2.8350124902,6.3392806452,98432.2639054188,14.86,False
68,2005143,21993468.02172941,5143 Heracles (1991 VL),3.9678475407,8.8723768253,98579.8397917382,14.13,False
69,2005189,9129063.724992927,5189 (1990 UQ),0.7187121332,1.607089186,50304.8744927176,17.84,True
70,2005381,19222358.47158004,5381 Sekhmet (1991 JY),1.2721987854,2.844722965,83321.9987310418,16.6,False
71,2005496,36032449.01552245,5496 (1973 NA),1.5651464359,3.4997738255,126386.802435393,16.15,False
72,2005587,44577888.55993605,5587 (1990 SB),4.5767266723,10.2338719537,39643.3630451909,13.82,False
73,2005604,5025975.790019084,5604 (1992 FE),0.9344476509,2.0894884689,42996.6923512586,17.27,True
74,2005620,40282481.20859888,5620 Jasonwheeler (1990 OA),1.038855101,2.3229506246,18843.490878237,17.04,False
75,2005645,21250925.87425121,5645 (1990 SP),0.9518203298,2.1283349598,53936.2653616433,17.23,False
76,2005646,66457013.14018688,5646 (1990 TR),2.2415837861,5.0123337231,16479.0150930194,15.37,False
77,2005653,57967340.92910848,5653 Camarillo (1992 WD5),1.4809997207,3.3116160501,4118.9949173571,16.27,False
78,2005660,28033970.11594985,5660 (1974 MA),2.1308602925,4.7647484646,115828.9194213115,15.48,False
79,2005693,10256208.487553464,5693 (1993 EA),1.1872849879,2.6548499417,73394.4281823374,16.75,True
80,2005731,32138512.965008385,5731 Zeus (1988 VP4),2.1016237932,4.6993736648,64658.8124953686,15.51,False
81,2005786,44238901.47697198,5786 Talos (1991 RC),0.9920989194,2.2184006242,94539.0499971296,17.14,False
82,2005797,28399131.47056017,5797 Bivoj (1980 AA),0.4619074603,1.0328564805,33592.7944665682,18.8,False
83,2005828,60993869.46935868,5828 (1991 AM),1.6464743776,3.6816286314,98504.8138484471,16.04,False
84,2005836,68220936.06155133,5836 (1993 MF),2.658,5.9434686842,59702.8054730947,15.0,False
85,2005869,46780567.26870073,5869 Tanith (1988 VN4),0.9650614696,2.1579430484,33410.6478575272,17.2,False
86,2005879,29733441.966499653,5879 Almeria (1992 CH1),0.7808272775,1.7459828712,42386.8439865118,17.66,False
87,2006037,24939429.596865807,6037 (1988 EG),0.4661814374,1.0424133839,71396.6360517212,18.78,True
88,2006047,32436118.46469049,6047 (1991 TB1),0.7187121332,1.607089186,62491.841724037,17.84,False
89,2006053,36683873.47898977,6053 (1993 BW3),2.7832676807,6.2235757337,59516.6155807226,14.9,False
90,2006063,11823176.44823626,6063 Jason (1984 KB),1.7004151927,3.8022439609,87253.4070123995,15.97,False
91,2006239,8433665.012518456,6239 Minos (1989 QF),0.5327886649,1.1913516723,42003.850001661,18.49,True
92,2006455,54728220.50137784,6455 (1992 HE),4.1740243339,9.3334021504,71441.2550490008,14.02,False
93,2006456,50259639.89739098,6456 Golombek (1992 OM),1.7082639526,3.8197943216,16398.3154883766,15.96,False
94,2006489,13802581.158814227,6489 Golevka (1991 JX),0.3841978911,0.8590926012,44507.4489796691,19.2,True
95,2006491,38538900.35128064,6491 (1991 OA),0.4836764882,1.0815335068,54072.4232985437,18.7,True
96,2006569,39168389.21923072,6569 Ondaatje (1993 MO),1.2205483181,2.7292290091,41266.1161431479,16.69,False
97,2006611,12897410.76294478,6611 (1993 VW),1.1182913782,2.5005755404,47987.4672875768,16.88,False
98,2007025,35765937.22368281,7025 (1993 QA),0.6376097899,1.4257388333,30633.3305198511,18.1,False
99,2007088,45026894.2997157,7088 Ishtar (1992 AA),1.133848361,2.5353620113,17393.8729413001,16.85,False
100,2007092,61487529.51510272,7092 Cadmus (1992 LC),2.6336313095,5.8889786358,109865.9833139927,15.02,False
101,2007236,60751100.54994398,7236 (1987 PA),0.5815070396,1.30028927,39084.9249282246,18.3,False
102,2007335,4024690.662567585,7335 (1989 JA),0.7916896669,1.7702719124,47216.0398442,17.63,True
103,2007336,28464486.740820687,7336 Saunders (1989 RS1),0.4619074603,1.0328564805,19055.517438473,18.8,False
104,2007341,9570839.698911227,7341 (1991 VK),1.0679599752,2.3880311019,31361.7748216464,16.98,True
105,2007350,21349845.7454132,7350 (1993 VA),0.9562137328,2.1381589077,32417.5424197609,17.22,False
106,2007480,74035215.4339695,7480 Norwan (1994 PC),1.0293308202,2.3016536853,24889.1853045411,17.06,False
107,2007482,1981474.187672403,7482 (1994 PC1),1.2839702958,2.8710448625,70399.6462905422,16.58,True
108,2007753,9902355.89416707,7753 (1988 XB),0.6800721287,1.5206875095,41455.5787850242,17.96,True
109,2007822,21754927.08219601,7822 (1991 CS),0.9173920592,2.0513510063,74560.0542066824,17.31,True
110,2007839,70739092.08425619,7839 (1994 ND),0.7320739893,1.6369672047,91059.2685498391,17.8,False
111,2007888,18846580.21597496,7888 (1993 UC),2.5383702936,5.6759685287,78780.4120031828,15.1,False
112,2007889,38246911.59338639,7889 (1994 LX),2.4465549617,5.4706632051,86324.7159278255,15.18,False
113,2008013,67276453.54453458,8013 Gordonmoore (1990 KA),1.0105434154,2.2596437711,14149.1508239467,17.1,False
114,2008014,8181493.537858942,8014 (1990 MF),0.4431543091,0.9909231597,27516.9595724445,18.89,True
115,2008035,48784498.37054776,8035 (1992 TB),1.0105434154,2.2596437711,77352.8853924342,17.1,False
116,2008176,38166548.14121494,8176 (1991 WA),1.038855101,2.3229506246,108563.8460314738,17.04,False
117,2008201,46640128.97708509,8201 (1994 AH2),1.7161489408,3.8374256911,91815.7368847763,15.95,False
118,2008507,47523601.48845272,8507 (1991 CB1),0.900647767,2.0139096308,65064.9664122516,17.35,False
119,2008566,29053282.40008762,8566 (1996 EN),1.4078454339,3.1480380919,76334.1767893724,16.38,True
120,2008567,20207020.657711808,8567 (1996 HW1),2.2727673228,5.0820622309,22982.9540062714,15.34,False
121,2009162,15854486.307918584,9162 Kwiila (1987 OA),0.6676594135,1.4929318344,69653.8173213767,18.0,False
122,2009202,58636178.614563376,9202 (1993 PB),1.7723723926,3.9631451512,114927.3055259492,15.88,False
123,2009400,52574426.65154219,9400 (1994 TW1),2.8612445378,6.3979372868,84216.3956900518,14.84,False
124,2009856,34382907.309098735,9856 (1991 EE),1.0778416872,2.4101272816,44217.0218388298,16.96,True
125,2009950,62237039.00385872,9950 ESA (1990 VB),1.5224918504,3.4043952726,21511.666804913,16.21,False
126,2010115,16435872.414603991,10115 (1992 SK),1.0198938585,2.2805519975,51738.2501778684,17.08,True
127,2010145,14869695.153463084,10145 (1994 CK1),1.0630531449,2.3770590956,55110.7681111418,16.99,False
128,2010165,57243598.68611402,10165 (1995 BL2),0.876102615,1.9590250023,78498.1524899311,17.41,False
129,2010302,31731387.62764841,10302 (1989 ML),0.3300311834,0.7379721607,5307.4757326192,19.53,False
130,2010563,32296493.88076915,10563 Izhdubar (1993 WD),1.0878148336,2.4324279148,127702.7129277724,16.94,False
131,2010636,20368234.622799862,10636 (1998 QK56),0.7844314124,1.7540419619,51966.2597167429,17.65,False
132,2011054,30224863.45963658,11054 (1991 FA),1.0198938585,2.2805519975,25347.6320457967,17.08,False
133,2011066,20450434.568343014,11066 Sigurd (1992 CC1),2.3689449936,5.2971220406,79466.5756802729,15.25,False
134,2011284,36574781.37154181,11284 Belenus (1990 BA),0.6173834405,1.3805113411,7366.3942778524,18.17,False
135,2011398,30397789.112851623,11398 (1998 YP11),1.4406383667,3.2213653189,34596.0416838766,16.33,False
136,2011405,23018068.54569232,11405 (1999 CV3),2.3257068746,5.2004386672,49761.0715654692,15.29,False
137,2011500,10623939.365098482,11500 Tomaiyowit (1989 UR),0.5761757511,1.2883681464,48515.1135490069,18.32,True
138,2011885,15268302.806979297,11885 Summanus (1990 SS),0.5254785303,1.1750057146,58393.57362768,18.52,False
139,2012538,27949048.38675993,12538 (1998 OH),1.7400229507,3.8908096001,67199.2006731091,15.92,True
140,2012711,51704639.90683428,12711 Tukmit (1991 BB),1.6693791177,3.7328451875,79688.3947211617,16.01,False
141,2012923,32520054.91238904,12923 Zephyr (1999 GK4),1.8220277059,4.0741778073,52864.1789560243,15.82,True
142,2013553,29910660.240835626,13553 Masaakikoyama (1992 JE),1.3506877983,3.0202297334,15079.4316232933,16.47,False
143,2013651,29925074.384564582,13651 (1997 BR),0.7287104149,1.6294460236,36794.7165328484,17.81,True
144,2014402,16904962.02746604,14402 (1991 DB),0.4972273129,1.1118340719,35594.9735724416,18.64,False
145,2015745,45657097.70693205,15745 Yuliya (1991 PM5),0.9131770255,2.0419259045,26088.1369351575,17.32,False
146,2015817,53532646.18744893,15817 Lucianotesi (1994 QC),0.5553349116,1.2417666126,29132.2153908434,18.4,False
147,2016636,35661492.89765895,16636 (1993 QP),0.4859090375,1.0865256386,15687.201350802,18.69,False
148,2016816,57108355.9135637,16816 (1997 UF9),1.5507970872,3.4676877062,67927.2780925339,16.17,False
149,2016834,37205391.59520585,16834 (1997 WU22),1.9613494437,4.3857106837,64789.6309161678,15.66,False
150,2016960,38473555.28359485,16960 (1998 QS52),3.4399725466,7.6920124549,103209.9429597588,14.44,True
151,2017181,40403765.5723714,17181 (1999 UM3),1.2721987854,2.844722965,86942.3932216768,16.6,False
152,2017182,24978799.896624763,17182 (1999 VU),1.0012786977,2.2389272325,69283.0539121288,17.12,False
153,2017188,15071956.589950236,17188 (1999 WC2),1.4078454339,3.1480380919,73350.615072461,16.38,False
154,2017274,29070550.49718151,17274 (2000 LC16),1.1234531767,2.5121176727,19420.0261694084,16.87,False
155,2017511,30760190.62611704,17511 (1992 QN),0.9173920592,2.0513510063,55455.538371431,17.31,False
156,2018109,30715713.6085884,18109 (2000 NG11),0.9650614696,2.1579430484,7945.9976394688,17.2,False
157,2018172,54963235.37423597,18172 (2000 QL7),2.0070351411,4.4878670088,31534.3904274477,15.61,False
158,2018736,40589697.20456509,18736 (1998 NU),1.7240703244,3.8551384433,13142.8509326104,15.94,False
159,2018882,72741683.282861,18882 (1999 YN4),1.6389095149,3.6647130844,65649.509235644,16.05,False
160,2019356,21794141.15689932,19356 (1997 GH3),1.1818299089,2.6426520142,29134.6103060234,16.76,False
161,2019764,68760195.70724048,19764 (2000 NF5),1.5869197917,3.5484605292,5252.5277221964,16.12,False
162,2020086,66267563.4148844,20086 (1994 LW),1.214940408,2.7166893409,40322.5889869422,16.7,False
163,2020255,57744559.12287385,20255 (1998 FX2),0.5841911542,1.3062911326,56063.800354252,18.29,False
164,2020425,14891803.160525508,20425 (1998 VD35),0.2210828104,0.4943561926,40625.2889513582,20.4,True
165,2020429,22195549.506938737,20429 (1998 YN1),0.7491261831,1.6750970692,33945.1407146664,17.75,False
166,2020460,73700478.36665298,20460 Robwhiteley (1999 LO28),2.3043846658,5.152760759,85008.9198805132,15.31,False
167,2020790,40374852.1038863,20790 (2000 SE45),1.4078454339,3.1480380919,20431.9006108626,16.38,False
168,2020826,50411683.28865124,20826 (2000 UV13),4.53476699,10.1400472517,79031.6875936746,13.84,False
169,2021088,62966838.67404648,21088 Chelyabinsk (1992 BL2),3.6522035696,8.1665754493,69015.0980146972,14.31,False
170,2021374,18091929.72161747,21374 (1997 WS22),0.8601119401,1.9232687664,45135.6412556995,17.45,False
171,2022099,26516665.701029025,22099 (2000 EX106),0.67383719,1.5067457626,26677.3931289635,17.98,False
172,2022753,11882307.519597974,22753 (1998 WT),0.7701139256,1.7220270881,59021.4214207138,17.69,True
173,2022771,9746742.529256713,22771 (1999 CU3),1.0828167784,2.4212519237,54988.92222943,16.95,False
174,2023183,42004569.71392888,23183 (2000 OY21),1.6389095149,3.6647130844,84211.5029969786,16.05,False
175,2023187,3043004.187507129,23187 (2000 PN9),1.6693791177,3.7328451875,112710.9252339086,16.01,True
176,2023548,69545452.36998212,23548 (1994 EF2),1.0152078719,2.2700738128,42909.7474039054,17.09,False
177,2023606,54359233.85443268,23606 (1996 AS1),0.5895966084,1.3183780956,47600.2414918332,18.27,False
178,2024443,65171803.28314413,24443 (2000 OG),1.3885290704,3.1048453901,96258.6789631114,16.41,False
179,2024445,47237896.888283566,24445 (2000 PM8),3.0658787593,6.8555133165,76362.9222328495,14.69,False
180,2024475,30086131.615964245,24475 (2000 VN2),1.4606796427,3.2661789745,30279.942028788,16.3,False
181,2024761,27224693.15153337,24761 Ahau (1993 BW2),0.930154254,2.0798881414,42799.2984377636,17.28,False
182,2025143,1929343.503757976,25143 Itokawa (1998 SF36),0.4212646106,0.9419763057,22027.7734355278,19.0,True
183,2025330,27146852.517841592,25330 (1999 KV4),1.1709948272,2.6184240349,40662.9922078516,16.78,False
184,2025916,50419139.75512479,25916 (2001 CP44),4.7049496112,10.5205871614,31261.9746597108,13.76,False
185,2026310,46716827.939672165,26310 (1998 TX6),0.4193290755,0.9376483177,38982.4279220534,19.01,False
186,2026379,27161542.804278787,26379 (1999 HZ1),0.6676594135,1.4929318344,46439.0043580796,18.0,False
187,2026663,8995868.483529503,26663 (2000 XK47),0.5895966084,1.3183780956,54040.4264233289,18.27,True
188,2026760,42269311.04489663,26760 (2001 KP41),2.2832579402,5.1055199644,23636.5205344461,15.33,False
189,2026817,27073974.88324579,26817 (1987 QB),0.4174024334,0.933340215,31941.1307854732,19.02,False
190,2027002,11626075.524912836,27002 (1998 DV9),0.6005580277,1.3428885744,31156.8251662226,18.23,True
191,2027346,68350433.45310538,27346 (2000 DN8),1.813656249,4.0554586606,72551.3395345434,15.83,False
192,2029075,7789954.772654692,29075 (1950 DA),0.930154254,2.0798881414,53035.5104602157,17.28,True
193,2030825,19530219.728038933,30825 (1990 TG1),3.0517923259,6.824015094,52269.5548318288,14.7,False
194,2030997,71134805.12370642,30997 (1995 UO5),1.0340819954,2.312277636,94951.3592383718,17.05,False
195,2031221,44403136.01753256,31221 (1998 BP26),0.9606274149,2.1480282008,37734.7836036294,17.21,False
196,2031345,53856226.05114362,31345 (1998 PG),0.7990150812,1.7866520367,12701.4821518717,17.61,False
197,2031662,19293421.289535508,31662 (1999 HP11),0.3520099801,0.7871182442,68478.0635533072,19.39,False
198,2031669,28520726.100315087,31669 (1999 JT6),1.7805532918,3.9814381981,49188.8100295699,15.87,True
199,2032906,72790891.0637522,32906 (1994 RH),1.7400229507,3.8908096001,27312.5208729531,15.92,False
200,2033342,1867809.830764912,33342 (1998 WT24),0.6615382752,1.4792445531,31969.3456732242,18.02,True
201,2035107,6846725.377155775,35107 (1991 VH),1.1818299089,2.6426520142,28214.9971286058,16.76,True
202,2035396,9516558.515695976,35396 (1997 XF11),1.038855101,2.3229506246,57434.7942219308,17.04,True
203,2035432,34457732.93235874,35432 (1998 BG9),0.3520099801,0.7871182442,32042.1293257594,19.39,False
204,2035670,21111025.446817365,35670 (1998 SU27),0.3669061375,0.8204270649,57263.5279600308,19.3,False
205,2036017,22826932.119365364,36017 (1999 ND43),0.3895426161,0.8710437698,21773.0778423818,19.17,False
206,2036236,36612083.31619037,36236 (1999 VV),1.7642290811,3.9449361533,127641.4111352293,15.89,False
207,2036284,51302372.20679043,36284 (2000 DM8),2.6215308728,5.8619212367,109370.5975649632,15.03,False
208,2037638,60223974.877249256,37638 (1993 VB),0.3669061375,0.8204270649,77310.2431506665,19.3,True
209,2037655,3745564.479133814,37655 Illapa (1994 PM),0.7287104149,1.6294460236,95025.125323026,17.81,True
210,2038071,12161896.229726212,38071 (1999 GU3),0.3377185972,0.7551617405,34901.9852370717,19.48,True
211,2038086,57606760.0967199,38086 Beowulf (1999 JB),0.9048049682,2.0232054153,71438.5210049536,17.34,False
212,2038091,64727023.9973475,38091 (1999 JT3),1.5579552413,3.4836938254,12279.2261425338,16.16,False
213,2038239,13806561.344783662,38239 (1999 OR3),0.6089126221,1.3615700154,55860.4634811854,18.2,False
214,2039565,26900232.694936715,39565 (1992 SL),0.5477154309,1.2247289359,29494.6258911199,18.43,False
215,2039572,32956410.0728498,39572 (1993 DQ1),1.2958507267,2.8976103136,49756.5606435174,16.56,True
216,2040263,43975415.705967344,40263 (1999 FQ5),0.7630534787,1.7062394488,48040.0771047246,17.71,False
217,2040267,28336216.306117024,40267 (1999 GJ4),2.0349557812,4.5502994579,122479.7201870364,15.58,False
218,2040329,39492866.08671371,40329 (1999 ML),0.7320739893,1.6369672047,11709.8961445926,17.8,False
219,2041429,12624266.085785303,41429 (2000 GE2),0.1961349444,0.4385710684,49418.1379429747,20.66,True
220,2041440,35426766.97308672,41440 (2000 HZ23),0.2914439045,0.6516883822,27955.0872422271,19.8,False
221,2042286,25373409.93601969,42286 (2001 TN41),1.2261821132,2.7418265579,55803.4408210439,16.68,False
222,2052340,15744878.940526985,52340 (1992 SY),0.7320739893,1.6369672047,28564.5433592444,17.8,False
223,2052381,26257073.72322389,52381 (1993 HA),0.2573682542,0.5754929116,7962.6330171798,20.07,False
224,2052387,13363036.392247615,52387 Huitzilopochtli (1993 OM7),0.7665755735,1.7141150923,48397.6381784832,17.7,False
225,2052689,44019285.28134484,52689 (1998 FF2),0.4640395282,1.0376239294,34055.7063266791,18.79,False
226,2052750,31059687.25231297,52750 (1998 KK17),1.2898968334,2.8842970035,42725.9527708313,16.57,False
227,2052760,8416091.406654455,52760 (1998 ML14),0.8366715019,1.8708543531,37283.4899098315,17.51,True
228,2052762,31012454.77665701,52762 (1998 MT24),2.8877193076,6.4571366717,96052.4678306106,14.82,False
229,2052768,6290365.243826289,52768 (1998 OR2),1.6770846216,3.750075218,31325.7048394694,16.0,True
230,2053110,63436719.36044509,53110 (1999 AR7),1.2038017674,2.6917825833,74756.1231876172,16.72,False
231,2053319,47186702.40279938,53319 (1999 JM8),2.3689449936,5.2971220406,67363.6885794745,15.25,True
232,2053409,21866930.857867137,53409 (1999 LU7),0.4881518917,1.0915408131,50116.5528521159,18.68,False
233,2053426,58174128.88298631,53426 (1999 SL5),0.9344476509,2.0894884689,50598.4917676982,17.27,True
234,2053429,24633483.62697673,53429 (1999 TF5),0.4411182,0.9863702813,69971.5430439977,18.9,True
235,2053430,43586393.775327966,53430 (1999 TY16),1.2547435637,2.8056919027,111851.0437165031,16.63,False
236,2053435,62735365.23156486,53435 (1999 VM40),2.9960908385,6.6994627817,37772.7625533449,14.74,False
237,2053550,20595549.54369124,53550 (2000 BF19),0.3931470096,0.8791034386,33421.5169641558,19.15,True
238,2053789,24798104.57883553,53789 (2000 ED104),0.9089813582,2.0325441072,77669.6058173599,17.33,True
239,2054071,30814678.05991565,54071 (2000 GQ146),0.9518203298,2.1283349598,51027.368493461,17.23,False
240,2054509,1731313.95165653,54509 YORP (2000 PH5),0.0766575574,0.1714115092,25300.9076488778,22.7,False
241,2054660,16653369.67608087,54660 (2000 UJ1),0.7121229407,1.5923553038,90904.8239154418,17.86,False
242,2054686,72757187.84546438,54686 (2001 DU8),1.2780709882,2.8578536096,67781.3437474862,16.59,False
243,2054690,63731393.53474392,54690 (2001 EB),0.8328273455,1.8622585581,62721.1546846204,17.52,False
244,2055408,31456550.474986684,55408 (2001 TC2),0.4619074603,1.0328564805,66600.6875641004,18.8,False
245,2055532,64168370.31923389,55532 (2001 WG2),1.6389095149,3.6647130844,125015.2146935874,16.05,False
246,2065674,47617386.906399935,65674 (1988 SM),0.5895966084,1.3183780956,47866.9547025976,18.27,False
247,2065679,22375194.66264036,65679 (1989 UQ),0.3408434689,0.7621491661,21520.4883862548,19.46,True
248,2065690,12643201.032266304,65690 (1991 DG),0.407901194,0.912094798,31979.8306577068,19.07,True
249,2065706,69978628.26154986,65706 (1992 NA),1.332155667,2.978790628,71569.2030669814,16.5,False
250,2065717,7080784.723538862,65717 (1993 BX3),0.1881719895,0.42076536,12976.8660218026,20.75,True
251,2065733,15455220.678090751,65733 (1993 PC),0.5630603897,1.2590413069,42885.5795801276,18.37,False
252,2065803,7183323.711251258,65803 Didymos (1996 GT),0.6464798256,1.4455728362,21643.8932176894,18.07,True
253,2065909,7512183.661687168,65909 (1998 FH12),0.3635423218,0.8129053443,66038.3394134821,19.32,True
254,2065996,32498755.182618216,65996 (1998 MX5),0.5527833794,1.2360612132,37892.1642277936,18.41,False
255,2066008,28044364.4751532,66008 (1998 QH2),1.6617090174,3.7156943217,125805.2028498594,16.02,False
256,2066063,13782050.19753756,66063 (1998 RO1),0.7154099509,1.599705282,86438.7290353399,17.85,False
