index,id,miss_distance,name,est_diameter_min,est_diameter_max,relative_velocity,absolute_magnitude,hazardous
14124,3761036,473744.036431571,(2016 TC57),0.0096506147,0.0215794305,31692.018774187,27.2,False
14125,3761124,25951507.986241005,(2016 TS92),0.2446554962,0.5470663205,57771.3065049367,20.18,False
14126,3761125,17801679.350811776,(2016 UA),0.1838886721,0.411187571,47802.4343043311,20.8,False
14127,3761126,2831859.584620014,(2016 TT92),0.0139493823,0.0311917671,29544.9073238529,26.4,False
14128,3761127,63236489.49295211,(2016 TY92),0.2968622513,0.6638041738,66020.8243195537,19.76,True
14129,3761144,31412026.693163887,(2016 TC93),0.0732073989,0.1636967205,17323.1165096589,22.8,False
14130,3761145,27575375.99045127,(2016 TB93),0.0921626549,0.2060819612,31516.5442592651,22.3,False
14131,3761146,49692.343351936,(2016 UD),0.0127219879,0.0284472297,80974.2787876706,26.6,False
14132,3761197,2004327.790518906,(2016 UE),0.0253837029,0.0567596853,13706.5421285511,25.1,False
14133,3761199,7676770.624909901,(2016 UH),0.0231502122,0.0517654482,30472.7148243355,25.3,False
14134,3761200,8914659.773472974,(2016 UJ),0.058150704,0.130028927,33564.3761425762,23.3,False
14135,3761267,38189675.65776141,(2016 TH93),0.0802703167,0.1794898848,30237.8103093462,22.6,False
14136,3761268,11290774.892500456,(2016 UT4),0.0921626549,0.2060819612,33037.9330415807,22.3,False
14137,3761269,40353722.45193389,(2016 UU4),0.1460679643,0.3266178974,31386.6336562854,21.3,False
14138,3761270,42041275.43626653,(2016 TJ93),0.1214940408,0.2716689341,47059.0587398495,21.7,False
14139,3761271,2753888.187430072,(2016 US4),0.0350392641,0.0783501764,38307.8162719073,24.4,False
14140,3761348,60269251.61507133,(2016 UL5),0.4619074603,1.0328564805,59628.6908625611,18.8,False
14141,3761349,45433683.311144345,(2016 UM5),0.1160259082,0.2594418179,26741.3865976967,21.8,False
14142,3761350,7280685.161562315,(2016 UN5),0.0253837029,0.0567596853,17663.2676666017,25.1,False
14143,3761351,3438196.566530602,(2016 UP5),0.0350392641,0.0783501764,32573.4156419716,24.4,False
14144,3761352,5334623.751756738,(2016 UQ5),0.02658,0.0594346868,29288.3348951477,25.0,False
14145,3761353,12465189.844339972,(2016 UO5),0.0183888672,0.0411187571,19294.81320155,25.8,False
14146,3761354,1186083.196745055,(2016 UR5),0.0121494041,0.0271668934,53709.9257752322,26.7,False
14147,3761393,43331880.166496165,(2016 TQ93),0.1925550782,0.4305662442,40403.2632462036,20.7,False
14148,3761394,6344566.616577895,(2016 UA6),0.0183888672,0.0411187571,27803.9795056429,25.8,False
14149,3761395,4561653.232962882,(2016 UY5),0.0101054342,0.0225964377,16570.9226044558,27.1,False
14150,3761396,6472015.474739305,(2016 UZ5),0.0201629919,0.0450858206,35794.982005886,25.6,False
14151,3761397,2720429.33726289,(2016 UX5),0.0133215567,0.0297879063,21868.6121001942,26.5,False
14152,3761398,45345611.9932788,(2016 UW5),0.1058168859,0.2366137501,15116.7654447286,22.0,False
14153,3761476,10562005.90675763,(2016 TT93),0.0880146521,0.1968067451,57479.3399339507,22.4,False
14154,3761477,15647821.099093093,(2016 UA26),0.0483676488,0.1081533507,47575.5430194151,23.7,False
14155,3761478,62316557.12334616,(2016 UY25),0.1394938229,0.3119176705,33519.6924288492,21.4,False
14156,3761480,11615657.544205824,(2016 UZ25),0.1272198785,0.2844722965,79520.0759622536,21.6,True
14157,3761481,4465642.157744954,(2016 UB26),0.02658,0.0594346868,61594.0143356124,25.0,False
14158,3761482,2262520.504646985,(2016 UD26),0.0366906138,0.0820427065,38434.5647315158,24.3,False
14159,3761483,3673073.973905997,(2016 TU93),0.0146067964,0.0326617897,37532.4167371079,26.3,False
14160,3761484,19643034.33912525,(2016 TV93),0.0334622374,0.0748238376,24502.474714535,24.5,False
14161,3761485,8520939.901243698,(2016 UC31),0.0319561887,0.0714562102,26890.963197536,24.6,False
14162,3761513,11346043.227180475,(2016 UC26),0.0802703167,0.1794898848,46184.4835323534,22.6,False
14163,3761549,23174577.62784929,(2016 UJ31),0.3471802221,0.776318577,64405.6036523658,19.42,True
14164,3761644,6470663.154873866,(2016 UR31),0.0305179233,0.0682401509,35824.4766850072,24.7,False
14165,3761645,7115446.774414667,(2016 US31),0.0242412481,0.0542050786,29131.2875048527,25.2,False
14166,3761646,14290920.81615086,(2016 TZ93),0.046190746,0.1032856481,42966.7939659301,23.8,False
14167,3761647,11401918.136343984,(2016 UY35),0.0305179233,0.0682401509,34741.2418168685,24.7,False
14168,3761648,18944659.69118265,(2016 UX35),0.058150704,0.130028927,38204.7594590434,23.3,False
14169,3761649,8919581.483556826,(2016 UW35),0.0319561887,0.0714562102,18289.104828684,24.6,False
14170,3761730,30161957.21122648,(2016 UO36),0.0530340723,0.1185877909,22757.9691804273,23.5,False
14171,3761731,396904.885680511,(2016 UQ36),0.0080270317,0.0179489885,41695.6173389158,27.6,False
14172,3761732,1932296.027159444,(2016 UP36),0.0160160338,0.0358129403,57106.7921666873,26.1,False
14173,3761733,27689107.711279616,(2016 UL36),0.0555334912,0.1241766613,26140.4846366714,23.4,False
14174,3761734,8128111.587440261,(2016 UN36),0.0384197891,0.0859092601,14867.6509045479,24.2,False
14175,3761735,499420.07237179,(2016 UR36),0.008405334,0.0187948982,65165.11391232,27.5,False
14176,3761736,11241625.753974276,(2016 UM36),0.0366906138,0.0820427065,52415.8765691479,24.3,False
14177,3761737,8790165.503163638,(2016 UX40),0.0167708462,0.0375007522,15838.9538911206,26.0,False
14178,3761738,6209012.979653708,(2016 UA41),0.0350392641,0.0783501764,26225.7965770741,24.4,False
14179,3761739,9830025.952333124,(2016 UZ40),0.0555334912,0.1241766613,73099.9897017437,23.4,False
14180,3761740,19312582.12880021,(2016 UW40),0.1160259082,0.2594418179,48095.0692666513,21.8,True
14181,3761741,13245403.622723063,(2016 UC41),0.04411182,0.0986370281,53002.9932566616,23.9,False
14182,3761742,42561728.40068842,(2016 UY40),0.1160259082,0.2594418179,39282.476008459,21.8,False
14183,3761743,7502425.108391115,(2016 UD41),0.0732073989,0.1636967205,39424.2577039174,22.8,False
14184,3761744,1585075.481344824,(2016 UB41),0.0101054342,0.0225964377,42275.5938128927,27.1,False
14185,3761747,7955005.908148461,(2016 UO41),0.0350392641,0.0783501764,48133.0721349014,24.4,False
14186,3761749,36699100.76194113,(2016 UL41),0.0699125232,0.1563291544,26388.8225418606,22.9,False
14187,3761750,19691007.369117063,(2016 UP41),0.1214940408,0.2716689341,32590.567545387,21.7,False
14188,3761751,6962785.678589399,(2016 UQ41),0.0231502122,0.0517654482,35599.7402812884,25.3,False
14189,3761752,985651.357167788,(2016 UR41),0.0066765941,0.0149293183,36706.1344880814,28.0,False
14190,3762122,21010806.81182739,(2016 UV41),0.046190746,0.1032856481,22918.7509740226,23.8,False
14191,3762123,52052972.71281234,(2016 UW41),0.1756123185,0.3926810818,35941.4849429057,20.9,False
14192,3762124,25520580.520739783,(2016 UY41),0.04411182,0.0986370281,44237.5888487486,23.9,False
14193,3762125,2524091.482754765,(2016 UC42),0.0278326768,0.0622357573,52192.941473587,24.9,False
14194,3762126,38377516.32333396,(2016 UA42),0.1529519353,0.3420109247,58276.7734589078,21.2,False
14195,3762127,23548512.104666404,(2016 UZ41),0.2424124811,0.5420507863,41020.122274393,20.2,False
14196,3762128,39465932.92003274,(2016 UB42),0.1756123185,0.3926810818,45275.7622138582,20.9,False
14197,3762129,6901260.353157481,(2016 UD42),0.0192555078,0.0430566244,23845.1832048358,25.7,False
14198,3762164,14698671.008854035,(2016 UZ56),0.04411182,0.0986370281,28851.9344125461,23.9,False
14199,3762165,12890800.661380537,(2016 UF57),0.04411182,0.0986370281,81094.6095150564,23.9,False
14200,3762166,1195142.006004183,(2016 UE57),0.0139493823,0.0311917671,29566.2572238026,26.4,False
14201,3762168,15719773.20158678,(2016 UC57),0.04411182,0.0986370281,18566.2046017124,23.9,False
14202,3762169,19653053.04311724,(2016 UB57),0.0732073989,0.1636967205,77924.3045278716,22.8,False
14203,3762170,2635549.211240608,(2016 UH57),0.0167708462,0.0375007522,28839.4035870972,26.0,False
14204,3762171,2766835.94291772,(2016 UY56),0.046190746,0.1032856481,42674.5242356872,23.8,False
14205,3762172,8725762.004471643,(2016 UA57),0.0253837029,0.0567596853,32535.8581747204,25.1,False
14206,3762173,2175277.405469118,(2016 UG57),0.0076657557,0.0171411509,23864.89910199,27.7,False
14207,3762435,94181.089353579,(2016 VA),0.0080270317,0.0179489885,76473.4718003357,27.6,False
14208,3762436,14528238.17974574,(2016 UV80),0.0699125232,0.1563291544,47290.886350722,22.9,False
14209,3762437,8638503.601431673,(2016 UX80),0.0350392641,0.0783501764,51050.0684953462,24.4,False
14210,3762438,16666051.79063076,(2016 UU80),0.160160338,0.358129403,30403.1432901816,21.1,False
14211,3762439,58601086.963484295,(2016 UT80),0.4212646106,0.9419763057,16450.6409849016,19.0,False
14212,3762440,10792660.226102073,(2016 UW80),0.0439091446,0.0981838322,30230.2577667221,23.91,False
14213,3762460,216220.53341515,(2016 TG94),0.0031156953,0.0069669064,32376.318022909,29.655,False
14214,3762462,4228525.270255659,(2016 TH94),0.0319561887,0.0714562102,50481.944454506,24.6,False
14215,3762466,14782454.253373906,(2016 TL94),0.040846512,0.0913355774,21037.764737336,24.067,False
14216,3762881,34810990.874211885,(2016 UJ101),0.2210828104,0.4943561926,49373.666848363,20.4,False
14217,3762882,17636219.25962079,(2016 UG101),0.0366906138,0.0820427065,20405.8191269219,24.3,False
14218,3762883,4513742.974237321,(2016 UH101),0.0766575574,0.1714115092,29448.0737196381,22.7,False
14219,3762884,22702162.289779488,(2016 UD101),0.1772372393,0.3963145151,25000.8785499566,20.88,False
14220,3762885,22069424.14113321,(2016 UE101),0.1677084622,0.3750075218,25483.2063248048,21.0,False
14221,3762886,36727732.46283808,(2016 UF101),0.1160259082,0.2594418179,56570.4760710406,21.8,True
14222,3763098,1584849.513762189,(2016 VG),0.0121494041,0.0271668934,37320.8809352965,26.7,False
14223,3763099,5401795.947987546,(2016 VF),0.0127219879,0.0284472297,29824.8735795114,26.6,False
14224,3763100,2086364.105911849,(2016 UC107),0.0201629919,0.0450858206,46214.7123827264,25.6,False
14225,3763101,2496496.180941381,(2016 VH),0.0121494041,0.0271668934,19109.1697311235,26.7,False
14226,3763102,3221469.808883159,(2016 UB107),0.0242412481,0.0542050786,17626.4957183732,25.2,False
14227,3763232,20335053.306601107,(2016 VK),0.0880146521,0.1968067451,79613.7161845716,22.4,False
14228,3763268,2369321.625434403,(2016 VR),0.0146067964,0.0326617897,35097.7128225413,26.3,False
14229,3763269,10366633.556902483,(2016 UR109),0.0973991073,0.217791025,55134.8043104545,22.18,False
14230,3763270,971332.716719034,(2016 VQ),0.0167708462,0.0375007522,48405.2414356447,26.0,False
14231,3763271,1050796.906174345,(2016 VS),0.0088014652,0.0196806745,34651.8842449402,27.4,False
14232,3763272,23690311.318025008,(2016 VY),0.0840533402,0.1879489824,54183.6395922359,22.5,False
14233,3763273,4316668.425018381,(2016 VA1),0.0530340723,0.1185877909,68430.901018963,23.5,False
14234,3763274,268138.219882271,(2016 VB1),0.0051351718,0.0114825932,20603.1618685768,28.57,False
14235,3763275,1173331.534145403,(2016 VZ),0.0175612318,0.0392681082,35195.2739307744,25.9,False
14236,3763276,6753296.256455538,(2016 VC1),0.1214940408,0.2716689341,65586.3301653959,21.7,True
14237,3763278,30852074.6102572,(2016 VR1),0.063760979,0.1425738833,13663.6747830792,23.1,False
14238,3763279,4042706.270298288,(2016 VN1),0.0183888672,0.0411187571,61705.8739668913,25.8,False
14239,3763280,67544658.00635368,(2016 VQ1),0.2390864572,0.5346135707,36322.8590919409,20.23,False
14240,3763281,14247034.425972773,(2016 VT1),0.04411182,0.0986370281,58857.3479223835,23.9,False
14241,3763282,471382.559254686,(2016 VP1),0.0096506147,0.0215794305,60929.388681223,27.2,False
14242,3763283,11833681.988576582,(2016 VU1),0.0319561887,0.0714562102,51620.7094844058,24.6,False
14243,3763284,9252299.563060036,(2016 VO1),0.063760979,0.1425738833,42810.5702727094,23.1,False
14244,3763285,18950554.32597384,(2016 VV1),0.0483676488,0.1081533507,27277.6634717785,23.7,False
14245,3763286,7402469.87037085,(2016 VS1),0.0183888672,0.0411187571,18492.110545114,25.8,False
14246,3763337,2014527.448094441,(2016 VX1),0.02658,0.0594346868,61488.4270642682,25.0,False
14247,3763338,995707.924380668,(2016 VY1),0.0305179233,0.0682401509,21999.4697860845,24.7,False
14248,3763339,3142411.822524259,(2016 VZ1),0.0160160338,0.0358129403,46462.822805858,26.1,False
14249,3763414,61073036.826720335,(2016 VE2),0.3503926411,0.7835017643,34602.4926480718,19.4,False
14250,3763416,9696819.535908813,(2016 VP2),0.0483676488,0.1081533507,54779.3338557568,23.7,False
14251,3763417,4196234.360579141,(2016 VL2),0.0105816886,0.023661375,25953.1830870201,27.0,False
14252,3763418,2549213.587701948,(2016 VO2),0.0121494041,0.0271668934,53550.0540483854,26.7,False
14253,3763419,9887680.597436449,(2016 VJ2),0.0278326768,0.0622357573,27222.7518621622,24.9,False
14254,3763420,18941892.923456367,(2016 VN2),0.046190746,0.1032856481,35245.450314755,23.8,False
14255,3763421,9787322.178196749,(2016 VH2),0.0253837029,0.0567596853,20286.2710772034,25.1,False
14256,3763422,33552506.736483783,(2016 VM2),0.0530340723,0.1185877909,18718.987709537,23.5,False
14257,3763423,4357259.353637813,(2016 VK2),0.02658,0.0594346868,55824.6525724462,25.0,False
14258,3763424,19859681.136711176,(2016 VG2),0.3270054393,0.7312063912,78557.9115019648,19.55,False
14259,3763425,6309877.473527833,(2016 VQ2),0.0530340723,0.1185877909,39938.5424379121,23.5,False
14260,3763426,4102627.876644232,(2016 VW2),0.0146067964,0.0326617897,29416.8697896222,26.3,False
14261,3763427,5778478.223521031,(2016 VV2),0.0291443905,0.0651688382,30034.12843099,24.8,False
14262,3763428,33970127.1273734,(2016 VT2),0.5815070396,1.30028927,71206.0705351584,18.3,False
14263,3763429,37527653.47174626,(2016 VU2),0.1010543415,0.2259643771,70611.8159916421,22.1,False
14264,3763430,4358814.229019232,(2016 VX2),0.0192555078,0.0430566244,24616.5029045119,25.7,False
14265,3763475,17219578.63006117,(2016 VL3),0.0366906138,0.0820427065,4107.52854393,24.3,False
14266,3763476,63561377.97897441,(2016 VG3),0.1925550782,0.4305662442,57596.4461373422,20.7,False
14267,3763477,2351669.211412486,(2016 VN3),0.0152951935,0.0342010925,63378.4567138276,26.2,False
14268,3763478,11981900.940209856,(2016 VK3),0.0305179233,0.0682401509,33708.10077586,24.7,False
14269,3763479,4265048.109197246,(2016 VM3),0.0291443905,0.0651688382,29609.1992477694,24.8,False
14270,3763481,4320629.372701732,(2016 VJ3),0.0319561887,0.0714562102,99692.4144389652,24.6,False
14271,3763482,4920591.899612898,(2016 VO3),0.0160160338,0.0358129403,35973.8392703173,26.1,False
14272,3763483,50867463.971888095,(2016 VF3),0.1332155667,0.2978790628,40338.566869235,21.5,False
14273,3763544,31217754.71044153,(2016 VU3),0.2016299194,0.4508582062,52382.3722701638,20.6,False
14274,3763545,61108281.08258661,(2016 VC4),0.1838886721,0.411187571,47864.5390146715,20.8,False
14275,3763546,10907592.73911334,(2016 VA4),0.0921626549,0.2060819612,41143.9441783392,22.3,False
14276,3763547,565809.138712935,(2016 VD4),0.0080270317,0.0179489885,23998.013494605,27.6,False
14277,3763548,63744664.66098736,(2016 VV3),0.3270054393,0.7312063912,59013.9712809389,19.55,False
14278,3763550,1515161.470312443,(2016 VB4),0.046190746,0.1032856481,63309.3465731656,23.8,False
14279,3763551,14552708.845808225,(2016 VZ3),0.1214940408,0.2716689341,74451.9568278492,21.7,False
14280,3763552,2014311.039815699,(2016 VE4),0.0139493823,0.0311917671,26275.8380907806,26.4,False
14281,3763553,58038188.17653328,(2016 VX3),0.2016299194,0.4508582062,81898.6739754776,20.6,False
14282,3763554,51098107.55010548,(2016 VY3),0.2538370294,0.5675968529,21537.2026005193,20.1,False
14283,3763594,12639397.38674326,(2016 VP4),0.0384197891,0.0859092601,23628.4857000332,24.2,False
14284,3763595,32765809.59585192,(2016 VN4),0.2016299194,0.4508582062,72413.150741959,20.6,False
14285,3763596,10737855.839296283,(2016 VQ4),0.0211132445,0.0472106499,23226.1890646346,25.5,False
14286,3763597,751876.710491098,(2016 VR4),0.004411182,0.0098637028,39538.3841867034,28.9,False
14287,3763598,6553454.774952652,(2016 VO4),0.0291443905,0.0651688382,64635.4664274197,24.8,False
14288,3763620,63742182.08433471,(2016 VQ5),0.2538370294,0.5675968529,54804.6872887709,20.1,False
14289,3763621,47765944.66728919,(2016 VS5),0.2914439045,0.6516883822,43334.5932126205,19.8,True
14290,3763622,14246196.707820345,(2016 VT5),0.0319561887,0.0714562102,25914.8195965583,24.6,False
14291,3763623,4567777.889438978,(2016 VW5),0.0384197891,0.0859092601,56752.0147510574,24.2,False
14292,3763624,26607695.361653183,(2016 VY5),0.2401900301,0.5370812349,36067.4161776814,20.22,False
14293,3763626,44684965.5840751,(2016 VX5),0.1214940408,0.2716689341,50917.5127252764,21.7,False
14294,3763627,15781503.22178422,(2016 VV5),0.1010543415,0.2259643771,60201.0877320421,22.1,False
14295,3763628,1541910.18281971,(2016 VU5),0.0088014652,0.0196806745,24858.5212152866,27.4,False
14296,3763925,3380713.181068853,(2016 VH6),0.0152951935,0.0342010925,37374.8290722612,26.2,False
14297,3763926,2193622.996181467,(2016 WF),0.0105816886,0.023661375,21214.3702492313,27.0,False
14298,3763927,7122053.74938343,(2016 WD),0.0278326768,0.0622357573,50179.8246127618,24.9,False
14299,3763928,4186840.108016112,(2016 WE),0.0127219879,0.0284472297,25843.7020179937,26.6,False
14300,3763929,664538.900901734,(2016 WC),0.0076657557,0.0171411509,78635.9016750161,27.7,False
14301,3763930,1614208.035910541,(2016 WG),0.0608912622,0.1361570015,83850.0234755087,23.2,False
14302,3763937,900721.789049471,(2016 WH),0.0105816886,0.023661375,40003.6084001381,27.0,False
14303,3763938,4871045.339385277,(2016 WO),0.0201629919,0.0450858206,53678.187860251,25.6,False
14304,3763939,193113.033063683,(2016 WT),0.0029278915,0.0065469644,39405.560488704,29.79,False
14305,3763940,4177722.835909388,(2016 WR),0.0133215567,0.0297879063,27944.8621982154,26.5,False
14306,3763941,21866995.90302101,(2016 WP),0.1108038821,0.2477650126,51466.878257387,21.9,False
14307,3763942,1710996.047666314,(2016 WQ),0.0211132445,0.0472106499,48840.1372660874,25.5,False
14308,3763943,19784719.125073086,(2016 WS),0.0319561887,0.0714562102,19369.2900163649,24.6,False
14309,3763944,665814.626657733,(2016 WY),0.0038419789,0.008590926,12012.9525681046,29.2,False
14310,3763945,784721.326763847,(2016 WU),0.0092162655,0.0206081961,25545.7541100018,27.3,False
14311,3763946,10293965.164847452,(2016 WV),0.0384197891,0.0859092601,23070.311733354,24.2,False
14312,3763947,3929270.48397637,(2016 WX),0.0211132445,0.0472106499,43112.0205689339,25.5,False
14313,3763948,5239569.010842359,(2016 WW),0.0231502122,0.0517654482,54068.077143014,25.3,False
14314,3763949,38575886.06099179,(2016 WG1),0.063760979,0.1425738833,18977.6829702583,23.1,False
14315,3763950,1895073.623698376,(2016 WF1),0.0076657557,0.0171411509,26422.0465522308,27.7,False
14316,3763951,8050274.42441907,(2016 WJ1),0.1460679643,0.3266178974,47767.2452014968,21.3,True
14317,3763952,56956165.01880363,(2016 WE1),0.3346223745,0.7482383761,4932.2079609029,19.5,False
14318,3763953,8602899.024135722,(2016 WH1),0.0253837029,0.0567596853,25501.7537952263,25.1,False
14319,3763954,12839919.50863507,(2016 WP1),0.046190746,0.1032856481,72632.9604439436,23.8,False
14320,3763955,32536080.270057254,(2016 WO1),0.2658,0.5943468684,37181.9973594431,20.0,False
14321,3763956,9225478.131028162,(2016 WM1),0.0291443905,0.0651688382,58868.1150457572,24.8,False
14322,3763957,4789916.364993458,(2016 WN1),0.022108281,0.0494356193,57526.4180729729,25.4,False
14323,3763958,6942102.32196256,(2016 WL1),0.0183888672,0.0411187571,25494.8901275039,25.8,False
14324,3763959,899545.486037874,(2016 WQ1),0.0073207399,0.016369672,28513.9751724521,27.8,False
14325,3763972,17809366.242884494,(2016 WU1),0.0506471459,0.1132504611,57672.1477460614,23.6,False
14326,3763973,5038665.459261408,(2016 WT1),0.0183888672,0.0411187571,45437.700942522,25.8,False
14327,3763974,15640624.140044624,(2016 WV1),0.0506471459,0.1132504611,65131.2475922592,23.6,False
14328,3763975,22045535.380865466,(2016 VK6),0.0880146521,0.1968067451,20321.8475853068,22.4,False
14329,3764251,33296057.765048,(2016 WZ1),0.3585543342,0.8017518649,70854.6678097028,19.35,False
14330,3764252,22974002.51839193,(2016 WA2),0.0699125232,0.1563291544,67726.6886535577,22.9,False
14331,3764254,74693923.69804883,(2016 WB2),0.3051792326,0.6824015094,25843.6071856985,19.7,False
14332,3764255,1290995.779061806,(2016 WC2),0.0096506147,0.0215794305,47807.6455475093,27.2,False
14333,3764703,561171.290587408,(2016 WU2),0.0088014652,0.0196806745,27124.4540925032,27.4,False
14334,3764704,2572490.941475013,(2016 WV2),0.0145396843,0.0325117225,27751.5532326834,26.31,False
14335,3764705,133723.710898986,(2016 WW2),0.0042126461,0.0094197631,35523.0034569876,29.0,False
14336,3764706,10401463.292030772,(2016 WD3),0.0366906138,0.0820427065,38463.5242423883,24.3,False
14337,3764719,568789.427479075,(2016 WQ3),0.0046190746,0.0103285648,12790.7071676707,28.8,False
14338,3764720,9090186.155738393,(2016 WP3),0.0211132445,0.0472106499,18559.8648619919,25.5,False
14339,3764721,24552937.17173091,(2016 WS3),0.1160259082,0.2594418179,40393.8446513436,21.8,False
14340,3764722,49014738.72266634,(2016 WR3),0.1058168859,0.2366137501,40284.0089091976,22.0,False
14341,3764723,44574542.83349306,(2016 WU3),0.2121069879,0.4742856434,31627.031103941,20.49,False
14342,3764724,363421.710899667,(2016 WT3),0.0050647146,0.0113250461,52299.5047851794,28.6,False
14343,3764725,56634314.61120465,(2016 WC7),0.1460679643,0.3266178974,43273.8473554598,21.3,False
14344,3764726,1001877.415338403,(2016 WG7),0.0167708462,0.0375007522,23692.6573853976,26.0,False
14345,3764727,750175.558312393,(2016 WF7),0.0046190746,0.0103285648,23444.6287517792,28.8,False
14346,3764728,31700031.824337684,(2016 WE7),0.2424124811,0.5420507863,98856.5549178568,20.2,False
14347,3764729,1606819.322312306,(2016 WD7),0.0092162655,0.0206081961,10122.0538560246,27.3,False
14348,3764797,15725837.15124723,(2016 WJ7),0.1272198785,0.2844722965,33458.6653130434,21.6,True
14349,3764798,1608945.272602663,(2016 WN7),0.0069912523,0.0156329154,22286.7127640035,27.9,False
14350,3764799,5449219.519962636,(2016 WM7),0.0167708462,0.0375007522,19684.5960924498,26.0,False
14351,3764800,2949054.256782274,(2016 WL7),0.0366906138,0.0820427065,25114.5698323313,24.3,False
14352,3764801,10465204.700469725,(2016 WO7),0.0506471459,0.1132504611,42038.2664437133,23.6,False
14353,3764802,7438585.384232001,(2016 WS7),0.0291443905,0.0651688382,22502.5277097059,24.8,False
14354,3764803,14341754.86052706,(2016 WR7),0.0319561887,0.0714562102,38076.9285418646,24.6,False
14355,3764804,4933106.673985405,(2016 WW7),0.0116025908,0.0259441818,30267.4032581523,26.8,False
14356,3764805,4133332.555225779,(2016 WV7),0.0096506147,0.0215794305,17238.1459577581,27.2,False
14357,3764806,1864945.644905679,(2016 WU7),0.0242412481,0.0542050786,56923.661695257,25.2,False
14358,3764807,3654951.119462291,(2016 WT7),0.0175612318,0.0392681082,13306.194154405,25.9,False
14359,3764822,11600924.682214828,(2016 WY7),0.0802703167,0.1794898848,42214.4008525656,22.6,False
14360,3764823,9865523.028599696,(2016 WZ7),0.0667659413,0.1492931834,16822.0153192502,23.0,False
14361,3764824,1385965.398788155,(2016 WB8),0.0175612318,0.0392681082,29861.1330704819,25.9,False
14362,3764825,6783600.805614196,(2016 WC8),0.040230458,0.0899580388,38784.4695278662,24.1,False
14363,3764826,3197085.984384213,(2016 WA8),0.0305179233,0.0682401509,50166.5575544827,24.7,False
14364,3764829,11911697.412419664,(2016 WP8),0.04411182,0.0986370281,28170.0855601621,23.9,False
14365,3764830,14790173.548345268,(2016 WN8),0.046190746,0.1032856481,43339.5157518608,23.8,False
14366,3764831,31257857.15713605,(2016 WL8),0.160160338,0.358129403,25886.7644089937,21.1,False
14367,3764832,24203010.101252247,(2016 WK8),0.0840533402,0.1879489824,53959.1494239245,22.5,False
14368,3764834,14885367.74439406,(2016 WO8),0.0384197891,0.0859092601,27558.5858008163,24.2,False
14369,3764835,11450070.02554917,(2016 WM8),0.0384197891,0.0859092601,32786.3215793555,24.2,False
14370,3764836,1952282.631706758,(2016 WQ8),0.0319561887,0.0714562102,50207.8708033063,24.6,False
14371,3764837,39806898.77890266,(2016 WH8),0.3841978911,0.8590926012,109957.226289197,19.2,False
14372,3764838,2494604.441076296,(2016 WR8),0.0088014652,0.0196806745,42298.518514676,27.4,False
14373,3764842,39206533.31012864,(2016 WA9),0.1214940408,0.2716689341,38384.1533272471,21.7,False
14374,3764843,22289352.00896271,(2016 WY8),0.0880146521,0.1968067451,39636.1487005841,22.4,False
14375,3764845,1595572.539485919,(2016 WZ8),0.0055533491,0.0124176661,17740.6109302108,28.4,False
14376,3764846,14585378.118417544,(2016 WB9),0.0319561887,0.0714562102,19044.9788407815,24.6,False
14377,3764847,23819113.81251312,(2016 WG9),0.1529519353,0.3420109247,43122.4823892179,21.2,True
14378,3764848,50974948.81478056,(2016 WF9),0.2561857545,0.5728487619,73258.1442789696,20.08,True
14379,3764859,26737894.442016456,(2016 WT9),0.2658,0.5943468684,69861.5016813673,20.0,False
14380,3764860,14305577.846981551,(2016 WV9),0.0608912622,0.1361570015,39448.7204318503,23.2,False
14381,3764861,7104281.043714246,(2016 WU9),0.0260948603,0.0583498816,61303.0358845123,25.04,False
14382,3764862,43171889.41831174,(2016 WX9),0.2424124811,0.5420507863,30111.7298886894,20.2,False
14383,3764863,36140302.243169785,(2016 WW9),0.4411182,0.9863702813,84403.872758574,18.9,True
14384,3764885,20573169.40314349,(2016 WF10),0.0732073989,0.1636967205,47614.3303668826,22.8,False
14385,3764886,31107562.04138356,(2016 WE10),0.1460679643,0.3266178974,44567.9677713305,21.3,False
14386,3764887,42414501.70180728,(2016 WB10),0.1788771952,0.3999815682,106608.9108500968,20.86,False
14387,3764888,61423255.67288465,(2016 WD10),0.1332155667,0.2978790628,43094.6974031537,21.5,False
14388,3764889,1106173.983546068,(2016 WC10),0.0101054342,0.0225964377,33909.0390304979,27.1,False
14389,3764890,2191943.700251569,(2016 WH10),0.0167708462,0.0375007522,37632.3834789029,26.0,False
14390,3764891,12524727.148717672,(2016 WG10),0.1724070324,0.3855138443,54825.9092743644,20.94,False
14391,3765002,9364004.681543496,(2016 WO48),0.0201629919,0.0450858206,27404.1687635609,25.6,False
14392,3765003,14856951.599067986,(2016 WL48),0.0278326768,0.0622357573,23886.7303586373,24.9,False
14393,3765004,2765986.182136759,(2016 XA),0.0167708462,0.0375007522,39823.6772515712,26.0,False
14394,3765005,10295158.686573884,(2016 WN48),0.0291443905,0.0651688382,38769.9697020305,24.8,False
14395,3765006,5169238.235103945,(2016 XB),0.0121494041,0.0271668934,27663.6260129228,26.7,False
14396,3765007,18956981.49926265,(2016 WP48),0.0608912622,0.1361570015,19337.8735026105,23.2,False
14397,3765014,10375591.776553825,(2016 XF),0.0231502122,0.0517654482,35804.3611783216,25.3,False
14398,3765015,43457995.98795757,(2016 WR48),0.160160338,0.358129403,24373.8053323674,21.1,False
14399,3765016,566598.252517398,(2016 XE),0.0060891262,0.0136157002,25261.3775919144,28.2,False
